Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
<<<<<<< HEAD
1999-01-22 00:00:00-05:00,0.040116008986633984,0.04477221608159769,0.03557900508361883,0.03760910406708717,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04059372290489335,0.04202597806065865,0.03760909398371114,0.04154917225241661,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.042025972643167715,0.04286221872290304,0.03772828886435875,0.03832521662116051,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03844442516079815,0.03939987460413053,0.03629512676196345,0.03820602223277092,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820601138410523,0.038444414244437536,0.03784748993618411,0.03808589279651642,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808589226326692,0.03820601084917392,0.03629511594772339,0.03629511594772339,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629513883809044,0.03725058518346186,0.03629513883809044,0.03701218217611313,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.036295131397197714,0.037250577546692386,0.03307209542123039,0.0341467447578907,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.033669030310389786,0.0353406045445592,0.033429708437004144,0.034862879663705826,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.03534059936873075,0.03772830455738691,0.03486287455784285,0.03677285835146904,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03736977189941746,0.038206018079910545,0.036415241425450925,0.03784749656915665,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03808590578274172,0.038206024411287606,0.036534447222948074,0.036534447222948074,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.037250578335170446,0.037488984714548056,0.034623554823567756,0.035101279616355896,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.035101272731936,0.03605671871426266,0.034146738783463394,0.034743666648864746,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486286547700923,0.039160549924003085,0.03486286547700923,0.03772829473018646,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038206027375160455,0.040116007653289744,0.038206027375160455,0.03987760469317436,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.040593718087016284,0.04226529481403063,0.036056712523036,0.04011599346995354,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916055071562205,0.039638275411732656,0.03725057079674221,0.03796669840812683,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916054843545361,0.03963827310374814,0.037488974945034205,0.038563624024391174,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.038206027375160455,0.040593732439255924,0.037728302589194275,0.03987760469317436,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.040593718087016284,0.04107144270407903,0.03796669212587645,0.04011599346995354,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.041071445450464095,0.042862222027209726,0.03868374107089874,0.04202597588300705,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.048234558660769915,0.05014545384377995,0.04429448059037718,0.04536912962794304,612768000,0.0,0.0
